email,first_name,last_name,company,phone,website,city,state,country,niche,source,notes
info@formeeexpress.com,,,Formee Express,,https://formeeexpress.com,Melbourne,,Australia,study abroad / migration agent,icef_ias,Formee Express Education Services is a professional study abroad consultancy and student recruitment firm dedicated to assisting students in achieving
info@bansalimmigration.com.au,,,Bansal Immigration Consultants,,http://bansalimmigration.com.au,Melbourne,,Australia,study abroad / migration agent,icef_ias,Bansal Immigration Consultants is a Melbourne-based immigration and education consultancy helping international students achieve their study abroad go
director@ola-education.com,,,Ola Education,,https://ola-education.com/,Perth,,Australia,study abroad / migration agent,icef_ias,"With over 10 years of experience in the industry, we represent more than 50 Australian institutions. Through these strategic partnerships, we offer a "
discover@activestudy.com.au,,,Active Study,,https://www.activestudy.com.au,Wangara,,Australia,study abroad / migration agent,icef_ias,ActiveStudy Global is already a well-known player in the inbound Australia visa market. We are now looking to establish ourselves in the inbound priva
info@aeesglobal.com.au,,,AEES Global (study abroad & immigration) Pty Ltd,,https://www.aeesglobal.com.au,Melbourne,,Australia,study abroad / migration agent,icef_ias,"AEES Global (AEES Global Pty Ltd) is a Melbourne-based education, migration and student recruitment consultancy established in 2008, supporting intern"
canberra@dreamauseducation.com,,,Dream Australia Education Services,,https://www.dreamauseducation.com,Watson,,Australia,study abroad / migration agent,icef_ias,"Dream Australia Education Services is an education advisory agency established in July 2019, supporting international students seeking study opportuni"
info@vxlmigration.com.au,,,VXL Migration & Education Consultants,,https://www.vxlmigration.com.au/,Melbourne,,Australia,study abroad / migration agent,icef_ias,VXL Migration & Education Consultants Pty Ltd is an Australia-based education and migration advisory firm supporting international students both onsho
info@werelocateu.com,,,Werelocate Student PTY LTD,,https://www.werelocateu.com,Sydney,,Australia,study abroad / migration agent,icef_ias,WeRelocateU is a specialized agency dedicated to providing comprehensive relocation services for students and professionals moving abroad. Our team of
info@eduau.com.au,,,Australian Standard Education,,https://www.eduau.com.au,Dee Why,,Australia,study abroad / migration agent,icef_ias,EduAU is an Australian education and migration consultancy that supports international students and professionals seeking to study and live in Austral
info@edugate.com.au,,,Edugate Gateway Pty Ltd,,https://www.edugate.com.au,Sydney,,Australia,study abroad / migration agent,icef_ias,Edugate Gateway Pty Ltd is dedicated to helping international students by providing information on opportunities available to them and helping them ga
australia@siecindia.com,,,Sonya International Education Centre (SIEC),,https://www.sieceducation.com/,Melbourne,,Australia,study abroad / migration agent,icef_ias,SIEC Education is a leading study abroad and overseas education consultancy with decades of experience guiding Indian students toward global academic 
info@globancy.com,,,Globancy Pty Ltd,,https://www.globancy.com,Sydney,,Australia,study abroad / migration agent,icef_ias,Globancy is a premier international education consultancy specializing in student recruitment and institutional partnerships. With a focus on personal
info@aptitudemigration.com.au,,,Aptitude Migration PTY ltd,,http://aptitudemigration.com.au,Sydney,,Australia,study abroad / migration agent,icef_ias,We have been operating in Australia and Pakistan for 5 years and have been making thousands of client’s dreams come true ever since. We are fully lice
info@escalarservicios.com,,,Escalar Services,,https://www.escalarservices.com,Waverley,,Australia,study abroad / migration agent,icef_ias,"We are a team of professionals who have worked in the field of international education for more than 15 years, being part of the main educational inst"
info@luminedge.com.au,,,Luminedge Pty Ltd - Australia,,http://luminedge.com.au,Sydney,,Australia,study abroad / migration agent,icef_ias,Luminedge is a global recruitment agency dedicated to connecting international students with educational institutions around the world. We provide per
applications@studentpro.com.au,,,Student Pro Education Consultancy PTY LTD,,https://www.studentpro.com.au,Sydney,,Australia,study abroad / migration agent,icef_ias,"Student Pro Education is a leading education consulting firm in Pakistan and Australia, assisting students to study aboard across different popular de"
ana@oolloo.com.au,,,Oolloo Education,,https://www.oolloo.com.au,Sydney,,Australia,study abroad / migration agent,icef_ias,Oolloo is a educational agency that prides itself on providing the highest possible quality of support to each of its students.  We strive to help our
marketing@studentlinkedu.com,,,Student Link International,,https://www.sliedu.net,Bankstown,,Australia,study abroad / migration agent,icef_ias,"Student Link International is a leading international student recruitment agency with branches located in Australia, Thailand, Philippines, Vietnam, M"
info@australconsultants.com,,,Austral Consultants,,https://www.australconsultants.com,Melbourne,,Australia,study abroad / migration agent,icef_ias,We provide excellent advice in education and immigration for students and people interested in travelling to Australia. We offer professional consulta
fsw.marketing@firstsourceworld.com,,,First Source World,,https://www.firstsourceworld.com/,Parramatta,,Australia,study abroad / migration agent,icef_ias,"FSW is a rapidly growing education agency headquartered in Sydney, Australia. FSW has a key focus on the South Asian market, with current countries of"
info@overseasstudy.com.au,,,Overseas Study and Migration Services,,https://overseasstudy.com.au,Melbourne,,Australia,study abroad / migration agent,icef_ias,Overseas Study & Migration Services (OSMS) is a trusted international education consultancy with over 15 years of experience supporting students in ac
%20soporte@yeah.education,,,YEAH Australian Education Services,,https://yeah.education,Gold Coast,,Australia,study abroad / migration agent,icef_ias,"Yeahe Education is a professional agency dedicated to guiding students towards international study opportunities. We offer expert counseling, universi"
info@globehop.ca,,,Globehop,,https://www.globehop.com.au,Guayabal,,Australia,study abroad / migration agent,icef_ias,"At Globehop, we believe in the importance of providing personalized and high-quality service to our students. From helping them choose the perfect des"
supportdesk@blueskyconsultancy.com,,,Bluesky Immigration & Students Consultancy Services Pvt. Ltd.,,https://www.blueskyconsultancy.com,Sydney,,Australia,study abroad / migration agent,icef_ias,"Founded in 2003, Bluesky Immigration & Students Consultancy Services has been serving the international education sector for more than 20 years. The c"
information@uandiedu.com,,,U & I Global (Australia),,https://www.uandiedu.com,Brisbane,,Australia,study abroad / migration agent,icef_ias,U&I Global (U&I Australia Pty Ltd ATF The U&I Trust) was established in 1996 and has since developed into a reputable international education and migr
help@edutravelgroup.com.au,,,Edutravel International,,https://www.edutravelinternational.com.au,Melbourne,,Australia,study abroad / migration agent,icef_ias,EduTravel Group has been assisting international students since 2011.   EduTravel Group is a is a dedicated company that strives to provide an excelle
australia@afxstudentexchange.com,,,AFX Student Exchange,,https://www.afxstudentexchange.com,Melbourne,,Australia,study abroad / migration agent,icef_ias,"At AFX Student Exchange, we are a family-run, non-profit organization with a dedicated Franco-Australian team. For over 20 years, we have delivered hi"
carinaford@carinafordlawyers.com,,,,0393960207,,,,Australia,immigration attorney,best_lawyers,
j.taylor@roammigrationlaw.com,,,,61390449265,,,,Australia,immigration attorney,best_lawyers,
rodger@fcglegal.com,,,,61386604700,,,,Australia,immigration attorney,best_lawyers,
dessie@assentmigration.com.au,,,,,,,,Australia,immigration attorney,best_lawyers,
kathryn.viegas@nomos.com.au,,,,61290790247,,,,Australia,immigration attorney,best_lawyers,
marial@crosssoverlaw.com.au,,,,61279084618,,,,Australia,immigration attorney,best_lawyers,
sarah.loch-wilkinson@visaexecutive.com,,,,1300823428,,,,Australia,immigration attorney,best_lawyers,
cherie.wright@vialto.com,,,,,,,,Australia,immigration attorney,best_lawyers,
valerie@dagamapereira.com.au,,,,61394281198,,,,Australia,immigration attorney,best_lawyers,
farid.varess@varess.com.au,,,,61286684433,,,,Australia,immigration attorney,best_lawyers,
phillip@yiplawyers.com,,,,61292836616,,,,Australia,immigration attorney,best_lawyers,
rickgunn@carinafordlawyers.com,,,,61393960207,,,,Australia,immigration attorney,best_lawyers,
smarkovski@fragomen.com,,,,,,,,Australia,immigration attorney,best_lawyers,
